10;19;0;25;25.0;6;12;0;0.0;4;9;0;0.0;1.2711623855075533;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,1);(15,1);(16,1);(17,1);(18,1);(19,1);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,2);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,1);(40,1);(41,1);(42,1);(43,1);(44,1);(45,1);(46,1);(47,1);(48,1);(49,2);(50,1);
20;34;0;25;25.0;4;4;0;0.0;3;5;0;0.0;3.617010928657247;0;(1,1);(2,1);(3,2);(4,2);(5,2);(6,2);(7,2);(8,1);(9,1);(10,3);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,1);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,1);(25,1);(26,1);(27,1);(28,2);(29,1);(30,1);(31,2);(32,2);(33,2);(34,1);(35,1);(36,1);(37,1);(38,1);(39,2);(40,1);(41,1);(42,1);(43,2);(44,1);(45,1);(46,1);(47,1);(48,1);(49,3);(50,1);
30;40;0;25;25.0;2;2;0;0.0;2;4;0;0.0;7.029168744235302;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,2);(8,1);(9,1);(10,3);(11,1);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,1);(21,1);(22,2);(23,1);(24,1);(25,1);(26,1);(27,1);(28,2);(29,2);(30,1);(31,2);(32,3);(33,2);(34,1);(35,1);(36,1);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,2);(44,1);(45,1);(46,1);(47,1);(48,1);(49,3);(50,2);
40;40;3;25;25.0;1;2;0;0.0;0;4;0;0.0;10.667855212436919;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,2);(8,1);(9,1);(10,3);(11,1);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,1);(21,1);(22,2);(23,1);(24,1);(25,1);(26,1);(27,1);(28,2);(29,2);(30,2);(31,2);(32,3);(33,2);(34,1);(35,1);(36,1);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,2);(44,2);(45,1);(46,1);(47,1);(48,2);(49,3);(50,2);
50;6;36;25;25.0;1;2;0;0.0;0;5;0;0.0;12.231969478532978;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,2);(8,1);(9,1);(10,3);(11,1);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,1);(21,1);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,2);(29,2);(30,2);(31,2);(32,3);(33,2);(34,1);(35,1);(36,1);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,2);(44,2);(45,1);(46,1);(47,1);(48,2);(49,3);(50,2);
60;9;32;25;25.0;1;2;0;0.0;0;6;0;0.0;12.800070652879207;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,3);(8,1);(9,1);(10,3);(11,1);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,2);(29,2);(30,2);(31,2);(32,3);(33,2);(34,1);(35,2);(36,1);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,2);(44,2);(45,1);(46,1);(47,1);(48,2);(49,3);(50,2);
70;12;27;25;25.0;0;4;0;0.0;1;6;0;0.0;13.91992750118657;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,3);(8,1);(9,1);(10,3);(11,1);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,2);(29,2);(30,2);(31,2);(32,3);(33,2);(34,1);(35,2);(36,1);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,3);(44,2);(45,1);(46,1);(47,1);(48,2);(49,3);(50,3);
80;23;16;25;25.0;0;4;0;0.0;0;7;0;0.0;15.778512978788505;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,3);(8,1);(9,2);(10,3);(11,1);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,2);(29,2);(30,3);(31,2);(32,3);(33,2);(34,1);(35,2);(36,1);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,3);(44,2);(45,1);(46,1);(47,1);(48,2);(49,3);(50,3);
90;26;13;25;25.0;3;1;0;0.0;2;5;0;0.0;18.145589404930615;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,3);(8,1);(9,2);(10,3);(11,2);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,1);(25,3);(26,2);(27,1);(28,3);(29,2);(30,4);(31,3);(32,3);(33,2);(34,1);(35,2);(36,1);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,3);(44,2);(45,1);(46,1);(47,1);(48,2);(49,3);(50,3);
100;27;9;25;25.0;1;5;0;0.0;1;7;0;0.0;20.628676298340967;0;(1,2);(2,1);(3,2);(4,2);(5,2);(6,2);(7,3);(8,1);(9,2);(10,3);(11,2);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,1);(25,3);(26,2);(27,1);(28,3);(29,3);(30,4);(31,3);(32,3);(33,2);(34,1);(35,2);(36,2);(37,1);(38,1);(39,2);(40,1);(41,2);(42,1);(43,3);(44,2);(45,1);(46,1);(47,1);(48,2);(49,4);(50,3);
110;27;10;25;25.0;0;6;0;0.0;2;5;0;0.0;23.222317870354743;0;(1,3);(2,1);(3,2);(4,2);(5,2);(6,2);(7,3);(8,1);(9,2);(10,3);(11,2);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,1);(25,3);(26,2);(27,1);(28,3);(29,3);(30,4);(31,4);(32,3);(33,2);(34,1);(35,2);(36,2);(37,1);(38,1);(39,2);(40,1);(41,2);(42,2);(43,3);(44,2);(45,1);(46,1);(47,1);(48,2);(49,4);(50,3);
120;28;9;25;25.0;3;5;0;0.0;2;3;0;0.0;25.5841877452934;0;(1,3);(2,1);(3,2);(4,2);(5,2);(6,3);(7,3);(8,1);(9,2);(10,3);(11,3);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,1);(25,3);(26,2);(27,1);(28,3);(29,3);(30,4);(31,4);(32,3);(33,2);(34,1);(35,2);(36,2);(37,1);(38,1);(39,2);(40,1);(41,3);(42,2);(43,3);(44,2);(45,1);(46,1);(47,1);(48,3);(49,4);(50,3);
130;29;10;25;25.0;3;4;0;0.0;2;2;0;0.0;28.262300116668474;0;(1,3);(2,1);(3,2);(4,2);(5,2);(6,3);(7,3);(8,1);(9,2);(10,3);(11,3);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,2);(21,1);(22,2);(23,1);(24,2);(25,3);(26,2);(27,1);(28,3);(29,4);(30,4);(31,4);(32,3);(33,2);(34,1);(35,2);(36,2);(37,1);(38,1);(39,2);(40,1);(41,3);(42,2);(43,3);(44,2);(45,1);(46,1);(47,1);(48,3);(49,4);(50,3);
140;20;18;25;25.0;4;4;0;0.0;1;3;0;0.0;30.012781208973987;0;(1,3);(2,1);(3,2);(4,2);(5,2);(6,3);(7,3);(8,1);(9,2);(10,3);(11,3);(12,2);(13,2);(14,2);(15,2);(16,1);(17,1);(18,2);(19,2);(20,3);(21,1);(22,2);(23,1);(24,2);(25,3);(26,2);(27,1);(28,3);(29,4);(30,4);(31,4);(32,3);(33,2);(34,1);(35,2);(36,2);(37,1);(38,1);(39,2);(40,1);(41,3);(42,2);(43,3);(44,2);(45,2);(46,1);(47,1);(48,3);(49,4);(50,4);
