10;27;0;25;25.0;2;7;0;0.0;3;11;0;0.0;1.1736785404513421;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,2);(13,1);(14,1);(15,2);(16,1);(17,2);(18,1);(19,1);(20,2);(21,1);(22,1);(23,1);(24,2);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,2);(35,2);(36,1);(37,1);(38,1);(39,1);(40,1);(41,1);(42,1);(43,1);(44,1);(45,1);(46,1);(47,1);(48,1);(49,1);(50,1);
20;37;0;25;25.0;1;5;0;0.0;1;6;0;0.0;3.6707876676689764;0;(1,1);(2,1);(3,2);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,2);(13,1);(14,1);(15,2);(16,1);(17,2);(18,1);(19,1);(20,2);(21,2);(22,1);(23,2);(24,2);(25,2);(26,1);(27,1);(28,1);(29,1);(30,1);(31,2);(32,1);(33,1);(34,2);(35,2);(36,1);(37,1);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,2);(46,1);(47,1);(48,1);(49,1);(50,1);
30;43;0;25;25.0;0;4;0;0.0;1;2;0;0.0;6.506978391439511;0;(1,1);(2,1);(3,2);(4,1);(5,1);(6,1);(7,1);(8,1);(9,2);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,1);(19,1);(20,2);(21,2);(22,1);(23,2);(24,2);(25,2);(26,1);(27,1);(28,1);(29,1);(30,1);(31,2);(32,2);(33,1);(34,3);(35,2);(36,1);(37,1);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,2);(46,2);(47,1);(48,1);(49,1);(50,2);
40;25;19;25;25.0;1;2;0;0.0;1;2;0;0.0;9.820492471143032;0;(1,1);(2,1);(3,2);(4,1);(5,1);(6,1);(7,1);(8,1);(9,2);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,1);(19,1);(20,2);(21,2);(22,1);(23,2);(24,2);(25,2);(26,1);(27,1);(28,1);(29,2);(30,1);(31,2);(32,2);(33,1);(34,3);(35,2);(36,1);(37,1);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,2);(46,2);(47,1);(48,1);(49,1);(50,2);
50;6;32;25;25.0;3;5;0;0.0;2;2;0;0.0;10.859524885265799;0;(1,1);(2,1);(3,2);(4,2);(5,1);(6,2);(7,1);(8,1);(9,3);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,1);(19,1);(20,2);(21,2);(22,1);(23,2);(24,2);(25,2);(26,1);(27,1);(28,1);(29,2);(30,1);(31,2);(32,2);(33,2);(34,3);(35,2);(36,1);(37,2);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,2);(46,3);(47,1);(48,1);(49,1);(50,2);
60;8;27;25;25.0;2;7;0;0.0;3;3;0;0.0;11.53266627340235;0;(1,1);(2,1);(3,2);(4,2);(5,1);(6,2);(7,1);(8,1);(9,3);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,1);(19,2);(20,2);(21,2);(22,1);(23,2);(24,2);(25,2);(26,1);(27,1);(28,1);(29,3);(30,1);(31,2);(32,2);(33,2);(34,3);(35,3);(36,1);(37,2);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,2);(46,3);(47,1);(48,1);(49,1);(50,2);
70;11;25;25;25.0;4;5;0;0.0;3;2;0;0.0;12.395351228478159;0;(1,1);(2,1);(3,2);(4,2);(5,1);(6,2);(7,1);(8,1);(9,3);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,2);(19,3);(20,2);(21,2);(22,1);(23,2);(24,2);(25,2);(26,2);(27,1);(28,1);(29,3);(30,1);(31,2);(32,2);(33,2);(34,3);(35,3);(36,1);(37,2);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,2);(46,3);(47,1);(48,1);(49,1);(50,2);
80;21;19;25;25.0;1;5;0;0.0;0;4;0;0.0;13.907582350737146;0;(1,1);(2,2);(3,2);(4,2);(5,1);(6,2);(7,1);(8,2);(9,4);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,2);(19,3);(20,2);(21,2);(22,1);(23,2);(24,2);(25,2);(26,2);(27,1);(28,2);(29,3);(30,1);(31,2);(32,2);(33,2);(34,3);(35,3);(36,1);(37,2);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,2);(46,4);(47,1);(48,1);(49,2);(50,2);
90;30;6;25;25.0;2;5;0;0.0;2;5;0;0.0;16.480695513448193;0;(1,1);(2,2);(3,2);(4,2);(5,1);(6,2);(7,2);(8,2);(9,4);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,2);(17,2);(18,2);(19,3);(20,3);(21,3);(22,1);(23,3);(24,2);(25,2);(26,2);(27,1);(28,2);(29,3);(30,1);(31,2);(32,2);(33,2);(34,3);(35,4);(36,1);(37,2);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,3);(46,4);(47,1);(48,1);(49,2);(50,2);
100;32;7;25;25.0;1;4;0;0.0;2;4;0;0.0;19.452337507098505;0;(1,1);(2,2);(3,2);(4,2);(5,1);(6,3);(7,2);(8,2);(9,4);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,2);(17,2);(18,2);(19,3);(20,3);(21,3);(22,1);(23,3);(24,2);(25,2);(26,2);(27,1);(28,2);(29,3);(30,1);(31,2);(32,2);(33,3);(34,3);(35,4);(36,1);(37,2);(38,2);(39,2);(40,1);(41,2);(42,2);(43,1);(44,1);(45,3);(46,4);(47,1);(48,1);(49,3);(50,2);
