10;11;0;50;50.0;3;6;0;0.0;1;9;0;0.0;0.6769615944397557;0;(1,2);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,1);(11,1);(12,2);(13,1);(14,1);(15,1);(16,1);(17,1);(18,1);(19,1);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);
20;21;0;50;50.0;2;3;0;0.0;2;2;0;0.0;2.168386205434883;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,1);(8,2);(9,1);(10,1);(11,1);(12,2);(13,1);(14,2);(15,2);(16,3);(17,1);(18,1);(19,1);(20,2);(21,1);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
30;22;0;50;50.0;1;2;0;0.0;2;3;0;0.0;4.190543203569971;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,1);(10,1);(11,1);(12,2);(13,1);(14,2);(15,2);(16,3);(17,2);(18,1);(19,1);(20,2);(21,1);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
40;24;0;50;50.0;0;3;0;0.0;3;0;0;0.0;6.267438342776649;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,1);(10,1);(11,1);(12,2);(13,1);(14,2);(15,2);(16,3);(17,2);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
50;24;0;50;50.0;0;3;0;0.0;3;0;0;0.0;8.564669279848614;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,1);(10,1);(11,1);(12,2);(13,1);(14,2);(15,2);(16,3);(17,2);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
60;24;0;50;50.0;0;3;0;0.0;1;2;0;0.0;10.582462625801364;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,1);(10,1);(11,1);(12,2);(13,1);(14,2);(15,2);(16,3);(17,2);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
70;25;0;50;50.0;0;2;0;0.0;1;2;0;0.0;12.944738970453539;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,1);(12,2);(13,1);(14,2);(15,2);(16,3);(17,2);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
80;25;0;50;50.0;0;2;0;0.0;0;3;0;0.0;15.196131135683805;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,1);(12,2);(13,1);(14,2);(15,2);(16,3);(17,2);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
90;27;0;50;50.0;2;0;0;0.0;1;0;0;0.0;17.347635434202694;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,2);(12,2);(13,1);(14,2);(15,2);(16,3);(17,3);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
100;27;0;50;50.0;1;1;0;0.0;0;1;0;0.0;19.646636748715043;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,2);(12,2);(13,1);(14,2);(15,2);(16,3);(17,3);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
110;27;0;50;50.0;1;1;0;0.0;0;1;0;0.0;22.540600830865742;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,2);(12,2);(13,1);(14,2);(15,2);(16,3);(17,3);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
120;27;0;50;50.0;2;0;0;0.0;1;0;0;0.0;25.260421301021864;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,2);(12,2);(13,1);(14,2);(15,2);(16,3);(17,3);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
130;27;0;50;50.0;1;1;0;0.0;0;1;0;0.0;27.674911184254384;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,2);(12,2);(13,1);(14,2);(15,2);(16,3);(17,3);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
140;27;0;50;50.0;0;2;0;0.0;0;1;0;0.0;29.942412556416876;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,2);(12,2);(13,1);(14,2);(15,2);(16,3);(17,3);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
150;27;0;50;50.0;1;1;0;0.0;0;1;0;0.0;32.14905320196128;0;(1,2);(2,2);(3,1);(4,2);(5,2);(6,1);(7,2);(8,2);(9,2);(10,1);(11,2);(12,2);(13,1);(14,2);(15,2);(16,3);(17,3);(18,1);(19,2);(20,2);(21,2);(22,2);(23,1);(24,1);(25,2);(26,1);(27,1);(28,1);(29,1);(30,2);
