10;50;0;30;0;0;0;0;0;0;5;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
20;50;0;30;0;0;0;0;0;0;10;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
30;50;0;30;0;0;0;0;0;0;15;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
40;50;0;30;0;0;0;0;0;0;20;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
50;50;0;30;0;0;0;0;0;0;24;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
60;50;0;30;0;0;0;0;0;0;30;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
70;50;0;30;0;0;0;0;0;0;34;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
80;50;0;30;0;0;0;0;0;0;39;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
90;50;0;30;0;0;0;0;0;0;43;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
100;50;0;30;0;0;0;0;0;0;48;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
110;50;0;30;0;0;0;0;0;0;52;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
120;50;0;29;0;0;1;0;0;0;56;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
130;50;0;29;0;0;1;0;0;0;60;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
140;50;0;29;0;0;1;0;0;0;65;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
150;50;0;29;0;0;1;0;0;0;70;0;(1,0);(2,0);(3,0);(4,0);(5,0);(6,0);(7,0);(8,0);(9,0);(10,0);(11,0);(12,0);(13,0);(14,0);(15,0);(16,0);(17,0);(18,0);(19,0);(20,0);(21,0);(22,0);(23,0);(24,0);(25,0);(26,0);(27,0);(28,0);(29,0);(30,0);(31,0);(32,0);(33,0);(34,0);(35,0);(36,0);(37,0);(38,0);(39,0);(40,0);(41,0);(42,0);(43,0);(44,0);(45,0);(46,0);(47,0);(48,0);(49,0);(50,0);
