10;28;0;30;1;2;0;1;4;0
20;31;9;30;1;1;0;0;5;0
30;31;13;30;1;3;0;0;2;0
40;30;13;30;1;2;0;1;3;0
50;31;9;30;0;4;0;1;5;0
60;30;12;30;1;4;0;1;2;0
70;31;12;30;0;3;0;1;3;0
80;30;10;30;1;4;0;1;4;0
90;31;13;30;1;1;0;1;3;0
100;31;13;30;0;5;0;1;0;0
110;31;7;30;1;10;0;1;0;0
120;31;7;30;1;10;0;1;0;0
130;31;5;30;1;12;0;1;0;0
140;31;2;30;0;16;0;1;0;0
150;28;3;27;4;14;3;1;0;0
160;28;0;27;4;17;3;1;0;0
170;25;2;24;7;15;6;1;0;0
180;23;1;22;9;16;8;1;0;0
190;23;0;22;9;17;8;1;0;0
200;22;1;21;9;17;9;1;0;0
210;20;2;19;11;16;11;1;0;0
220;20;0;19;11;18;11;1;0;0
230;18;2;17;14;15;13;1;0;0
240;18;0;17;13;18;13;1;0;0
250;18;0;16;14;17;14;1;0;0
260;17;0;16;14;18;14;1;0;0
270;17;0;16;14;18;14;1;0;0
280;17;0;16;15;17;14;1;0;0
290;17;0;14;17;15;16;1;0;0
300;15;0;12;19;15;18;1;0;0
310;11;1;10;20;17;20;1;0;0
320;11;0;10;20;18;20;1;0;0
330;8;2;7;23;16;23;1;0;0
340;7;2;6;25;15;24;1;0;0
350;7;0;6;25;17;24;1;0;0
360;7;0;6;25;17;24;1;0;0
370;6;1;5;25;17;25;1;0;0
380;6;0;5;25;18;25;1;0;0
390;5;0;4;27;17;26;1;0;0
400;5;0;4;27;17;26;1;0;0
410;5;0;4;26;18;26;1;0;0
420;4;0;3;27;18;27;1;0;0
430;4;0;3;28;17;27;1;0;0
440;4;0;3;27;18;27;1;0;0
450;4;0;3;28;17;27;1;0;0
460;4;0;3;28;17;27;1;0;0
470;4;0;3;27;18;27;1;0;0
480;3;1;2;28;17;28;1;0;0
490;3;1;2;27;16;27;2;1;1
500;3;0;7;28;12;27;2;5;1
510;7;4;7;28;7;27;1;3;1
520;8;3;7;27;7;27;2;3;1
530;6;4;6;28;7;28;1;4;1
540;5;3;5;30;7;29;1;4;1
550;5;3;5;28;6;28;3;5;2
560;5;4;5;28;3;27;3;7;3
570;5;1;5;28;5;27;4;7;3
580;6;0;5;27;10;27;3;4;3
590;6;0;5;28;8;27;4;4;3
600;6;0;5;27;9;27;4;4;3
610;6;0;5;27;9;27;3;5;3
620;5;1;4;28;9;28;3;4;3
630;5;0;4;27;11;27;5;2;4
640;5;0;4;28;6;27;5;6;4
650;5;0;4;27;6;26;5;7;5
660;5;0;4;26;7;26;6;6;5
670;5;0;4;27;9;26;6;3;5
680;5;0;4;26;8;26;6;5;5
690;5;0;4;25;10;25;7;3;6
700;5;0;4;24;9;24;8;4;7
710;4;1;2;26;6;26;7;6;7
720;3;0;2;27;5;26;7;8;7
730;3;0;2;26;9;26;8;4;7
740;3;0;2;26;8;26;8;5;7
750;3;0;2;26;10;26;7;4;7
760;2;1;1;27;9;27;8;3;7
770;2;0;1;26;10;26;9;3;8
780;2;0;1;26;10;26;9;3;8
790;2;0;1;27;7;26;9;5;8
800;2;0;1;26;8;26;9;5;8
810;1;1;0;27;6;27;8;7;8
820;1;0;0;28;11;27;9;1;8
830;1;0;0;27;11;26;10;1;9
840;0;1;-1;28;7;27;9;5;9
850;0;1;-1;27;9;27;10;3;9
860;0;0;-1;27;10;26;10;3;10
870;0;0;-1;27;5;26;11;7;10
880;0;0;-1;26;7;26;10;7;10
890;0;0;-1;26;9;26;10;5;10
900;0;0;-1;27;9;26;10;4;10
910;0;0;-1;27;8;26;11;4;10
920;0;0;-1;27;9;26;11;3;10
930;0;0;-1;27;11;26;11;1;10
940;0;0;-1;23;10;23;14;3;13
950;0;0;-1;24;8;23;14;4;13
960;0;0;-1;24;7;22;15;4;14
970;0;0;-1;23;5;22;14;8;14
980;0;0;-1;22;8;22;15;5;14
990;0;0;-1;23;10;22;15;2;14
1000;0;0;4;22;10;21;15;3;15
1010;5;0;4;22;6;21;15;2;15
1020;5;4;4;21;1;21;16;3;15
1030;4;4;4;20;2;20;16;4;16
1040;5;1;4;21;2;20;16;5;16
1050;5;2;4;20;4;20;17;2;16
1060;5;2;4;20;4;20;16;3;16
1070;4;1;4;19;5;18;18;3;18
1080;5;2;4;18;5;18;18;2;18
1090;5;1;4;17;4;17;19;4;19
1100;5;1;4;17;4;17;19;4;19
1110;5;0;4;18;3;17;20;4;19
1120;5;0;4;17;6;17;20;2;19
1130;5;0;4;16;6;16;20;3;20
1140;5;0;4;17;4;15;22;2;21
1150;5;0;4;15;7;15;21;2;21
1160;5;0;4;15;3;14;23;4;22
1170;5;0;4;14;5;13;24;2;23
1180;5;0;4;14;3;13;24;4;23
1190;4;1;3;15;2;14;22;6;22
1200;4;0;3;14;6;14;23;3;22
1210;4;0;3;14;5;14;22;5;22
1220;4;0;3;13;6;13;24;3;23
1230;4;0;3;13;6;13;23;4;23
1240;4;0;3;14;6;13;24;2;23
1250;4;0;3;13;8;13;24;1;23
1260;4;0;3;13;6;13;24;3;23
1270;4;0;3;13;5;13;23;5;23
1280;4;0;3;12;3;12;25;6;24
1290;4;0;3;12;3;11;25;6;25
1300;4;0;3;11;6;11;25;4;25
1310;4;0;3;12;4;11;26;4;25
1320;4;0;3;12;5;11;26;3;25
1330;4;0;3;12;5;11;26;3;25
1340;4;0;3;10;8;10;27;1;26
1350;4;0;3;11;7;10;27;1;26
1360;4;0;3;11;6;9;26;3;27
1370;3;1;2;10;6;10;27;3;26
1380;3;0;2;11;7;10;26;3;26
1390;3;0;2;11;6;10;27;3;26
1400;3;0;2;9;5;9;27;6;27
1410;3;0;2;10;6;9;27;4;27
1420;3;0;2;9;4;9;27;7;26
1430;3;0;2;9;7;9;26;5;26
1440;2;0;1;10;6;10;27;5;26
1450;2;0;1;9;6;9;27;6;27
1460;2;0;1;8;5;8;28;7;28
1470;1;0;0;9;6;9;28;6;28
1480;1;0;0;9;4;9;28;8;28
1490;1;0;0;10;4;9;28;7;27
1500;1;0;5;10;6;9;27;6;26
1510;5;0;5;9;6;9;26;4;26
1520;6;0;5;10;3;9;27;4;26
1530;4;2;4;10;5;10;25;4;25
1540;5;4;4;10;5;10;25;1;24
1550;5;3;4;10;3;10;25;4;24
1560;5;2;4;10;3;10;24;6;24
1570;4;2;4;11;4;10;25;4;24
1580;4;3;4;11;7;10;25;0;24
1590;5;1;4;11;6;10;25;2;24
1600;5;0;4;11;4;10;25;5;24
1610;5;0;4;11;5;10;24;5;24
1620;5;0;4;11;4;10;25;5;24
1630;5;0;4;11;3;10;24;7;24
1640;5;0;4;11;4;10;25;5;24
1650;5;1;4;10;3;10;25;6;24
1660;5;1;4;11;6;10;24;3;23
1670;5;0;4;11;5;10;24;5;23
1680;5;0;4;11;7;10;23;4;22
1690;5;0;4;11;9;10;23;2;22
1700;5;0;4;11;9;10;23;2;22
1710;5;0;4;10;11;10;23;1;22
1720;5;0;4;10;12;10;23;0;22
1730;5;0;4;10;11;10;23;1;22
1740;5;0;4;10;13;10;22;0;21
1750;5;0;4;10;10;9;23;2;22
1760;5;0;4;10;5;9;23;7;22
1770;5;0;4;9;6;8;24;6;23
1780;5;0;4;8;4;7;24;9;24
1790;4;0;3;9;2;8;25;10;24
1800;4;0;3;9;4;8;25;8;24
1810;4;0;3;8;4;7;26;8;25
1820;4;0;3;8;4;7;26;8;25
1830;3;0;2;9;4;8;26;8;25
1840;3;0;2;7;7;7;26;7;26
1850;3;0;2;8;5;7;27;7;26
1860;3;0;2;8;5;7;26;8;25
1870;3;0;2;7;6;7;26;8;25
1880;3;0;2;8;6;7;25;8;24
1890;2;1;1;9;3;8;25;10;24
1900;2;1;1;7;8;7;26;6;25
1910;2;1;1;7;9;7;24;7;24
1920;2;0;1;8;7;7;24;9;24
1930;2;0;1;7;10;6;25;6;24
1940;2;0;1;7;10;6;25;6;24
1950;2;0;1;6;11;5;26;5;25
1960;2;0;1;6;15;5;26;1;25
1970;1;0;0;7;15;6;26;1;25
1980;0;1;-1;7;16;7;26;0;25
1990;0;1;-1;7;16;7;26;0;25
2000;0;0;4;7;17;7;26;0;25
2010;5;3;4;8;8;7;26;0;25
2020;5;3;4;8;7;7;26;1;25
2030;5;4;4;8;4;7;26;3;25
2040;4;3;4;8;5;7;25;5;25
2050;5;2;4;7;6;7;25;5;25
2060;5;3;4;8;5;7;26;3;25
2070;4;3;4;7;6;7;26;4;25
2080;5;2;4;7;5;7;26;5;25
2090;5;2;4;7;5;7;25;6;25
2100;4;2;4;8;6;7;25;5;25
2110;5;2;4;8;3;7;26;6;25
2120;5;1;4;7;5;7;25;7;25
2130;5;0;4;7;6;7;25;7;25
2140;5;0;4;8;5;7;26;6;25
2150;5;0;4;8;3;7;26;8;25
2160;5;0;4;8;8;7;25;4;25
2170;5;0;4;6;9;6;26;4;26
2180;5;0;4;7;6;6;26;6;26
2190;5;0;4;7;6;6;27;5;26
2200;5;0;4;7;7;6;27;4;26
2210;5;0;4;6;7;6;26;6;26
2220;3;1;2;8;4;8;27;7;26
2230;3;0;2;9;6;8;26;6;25
2240;3;0;2;9;8;8;25;5;25
2250;2;0;1;9;9;9;24;6;24
2260;2;0;1;9;6;8;26;7;25
2270;2;0;1;9;9;8;24;6;24
2280;2;0;1;9;7;8;25;7;24
2290;2;0;1;8;12;8;24;4;24
2300;2;0;1;8;10;8;25;5;24
2310;2;0;1;8;8;8;24;8;23
2320;2;0;1;9;10;8;23;6;23
2330;2;0;1;9;12;8;24;3;23
2340;1;0;0;10;13;9;24;2;23
2350;1;0;0;10;14;9;24;1;23
2360;1;0;0;9;16;9;24;0;21
2370;1;0;0;10;15;9;24;0;21
2380;1;0;0;9;16;9;24;0;21
2390;1;0;0;10;15;9;23;1;21
2400;0;1;-1;10;13;10;21;5;21
2410;0;1;-1;10;12;10;22;5;21
2420;0;0;-1;11;13;10;22;4;21
2430;0;0;-1;11;9;10;22;8;21
2440;0;0;-1;11;12;10;22;5;21
2450;0;0;-1;10;13;10;21;6;21
2460;0;0;-1;10;11;10;22;7;21
2470;0;0;-1;10;10;9;22;8;22
2480;0;0;-1;9;10;9;23;8;22
2490;0;0;-1;9;12;9;23;6;22
2500;0;0;4;9;12;9;22;7;21
2510;5;6;4;10;5;9;22;2;21
2520;5;5;4;8;5;8;23;4;22
2530;4;5;4;8;8;8;22;3;22
2540;4;7;4;8;7;8;22;2;22
2550;5;6;4;9;5;8;23;2;22
2560;5;3;4;7;6;7;23;6;23
2570;5;5;4;8;5;7;23;4;22
2580;4;5;4;8;8;7;23;2;22
2590;5;2;4;7;10;7;23;3;22
2600;4;3;4;8;5;7;22;8;22
2610;5;5;4;8;6;7;22;4;22
2620;4;2;3;9;7;8;22;6;22
2630;4;0;3;8;9;8;23;6;22
2640;4;0;3;9;7;8;23;7;22
2650;4;0;3;9;6;8;23;8;22
2660;4;0;3;8;7;8;23;8;22
2670;4;0;3;8;9;8;22;7;21
2680;4;0;3;8;9;8;21;8;21
2690;4;0;3;9;9;8;21;7;21
2700;4;0;3;7;8;7;22;9;22
