10;25;6;25;0;1;0;0;1;0;2.4339637353371666;0;(1,0);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,0);(10,1);(11,1);(12,1);(13,1);(14,0);(15,1);(16,1);(17,1);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,0);(40,0);
20;25;6;25;0;1;0;1;0;0;5.562412737726218;0;(1,0);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,0);(10,1);(11,1);(12,1);(13,1);(14,0);(15,1);(16,1);(17,1);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,0);(40,0);
30;26;5;25;1;1;0;0;1;0;8.77578730228187;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,0);(10,1);(11,1);(12,1);(13,1);(14,0);(15,1);(16,1);(17,1);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,0);(40,0);
40;26;5;25;1;1;0;0;1;0;12.05612447646168;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,0);(10,1);(11,1);(12,1);(13,1);(14,0);(15,1);(16,1);(17,1);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,0);(40,0);
50;25;6;25;1;1;0;0;2;0;15.052326760475559;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,1);(11,1);(12,1);(13,1);(14,0);(15,1);(16,1);(17,1);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,0);(40,0);
60;26;4;25;1;1;0;1;2;0;17.961948831819026;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,0);(15,1);(16,1);(17,1);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,0);(40,0);
70;26;4;25;0;2;0;0;3;0;21.304267164525164;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,0);(15,1);(16,1);(17,1);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,0);(40,0);
80;26;4;25;1;1;0;0;5;0;24.611778022639932;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,1);(15,1);(16,1);(17,2);(18,0);(19,1);(20,1);(21,0);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,1);(40,0);
90;26;4;25;0;2;0;1;5;0;28.155567415961624;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,1);(15,1);(16,1);(17,2);(18,0);(19,1);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,1);(40,0);
100;25;4;25;0;3;0;1;6;0;31.344187556681934;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,1);(15,1);(16,1);(17,2);(18,0);(19,1);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,2);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,1);(40,1);
110;26;3;25;0;3;0;1;6;0;34.52806130329704;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,1);(15,1);(16,1);(17,2);(18,0);(19,1);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,2);(29,1);(30,1);(31,1);(32,1);(33,1);(34,1);(35,1);(36,1);(37,1);(38,1);(39,1);(40,1);
120;25;3;25;1;2;0;1;7;0;37.531853512421264;0;(1,2);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,2);(11,1);(12,1);(13,1);(14,1);(15,1);(16,1);(17,2);(18,0);(19,1);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,3);(29,1);(30,1);(31,1);(32,1);(33,2);(34,1);(35,1);(36,1);(37,1);(38,1);(39,1);(40,2);
