10;13;0;25;25.0;1;5;0;0.0;3;8;0;0.0;0.8053349948986889;0;(1,1);(2,1);(3,1);(4,1);(5,1);(6,1);(7,1);(8,1);(9,1);(10,1);(11,1);(12,1);(13,1);(14,1);(15,1);(16,1);(17,1);(18,1);(19,1);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,1);(30,1);
20;20;0;25;25.0;1;3;0;0.0;0;6;0;0.0;2.488504057089216;0;(1,1);(2,1);(3,1);(4,2);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,1);(18,1);(19,2);(20,1);(21,1);(22,1);(23,1);(24,1);(25,1);(26,1);(27,1);(28,1);(29,2);(30,1);
30;22;0;25;25.0;3;2;0;0.0;0;3;0;0.0;4.614427844212271;0;(1,2);(2,1);(3,1);(4,2);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,1);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,1);(25,1);(26,1);(27,1);(28,2);(29,2);(30,1);
40;24;0;25;25.0;2;2;0;0.0;1;1;0;0.0;6.997472261505349;0;(1,2);(2,1);(3,1);(4,3);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,1);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,2);(25,1);(26,1);(27,1);(28,2);(29,2);(30,1);
50;24;0;25;25.0;1;3;0;0.0;1;1;0;0.0;9.358228817161548;0;(1,2);(2,1);(3,1);(4,3);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,1);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,2);(25,1);(26,1);(27,1);(28,2);(29,2);(30,1);
60;25;0;25;25.0;1;2;0;0.0;2;0;0;0.0;11.919265109151237;0;(1,2);(2,1);(3,1);(4,3);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,1);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,2);(25,1);(26,1);(27,2);(28,2);(29,2);(30,1);
70;25;0;25;25.0;2;1;0;0.0;2;0;0;0.0;14.33808500437999;0;(1,2);(2,1);(3,1);(4,3);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,1);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,2);(25,1);(26,1);(27,2);(28,2);(29,2);(30,1);
80;26;1;25;25.0;1;1;0;0.0;0;1;0;0.0;16.74231994228905;0;(1,2);(2,1);(3,1);(4,3);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,2);(25,1);(26,1);(27,2);(28,3);(29,2);(30,1);
90;24;3;25;25.0;1;1;0;0.0;0;1;0;0.0;18.950374725294946;0;(1,2);(2,1);(3,1);(4,3);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,2);(25,1);(26,1);(27,2);(28,3);(29,2);(30,1);
100;23;4;25;25.0;1;1;0;0.0;1;0;0;0.0;20.88474116663605;0;(1,2);(2,1);(3,1);(4,3);(5,1);(6,1);(7,2);(8,1);(9,1);(10,2);(11,1);(12,2);(13,2);(14,1);(15,2);(16,1);(17,2);(18,1);(19,2);(20,1);(21,1);(22,2);(23,1);(24,2);(25,1);(26,1);(27,2);(28,3);(29,2);(30,1);
